name,display_name,version,category,technical_category,author,summary,description,depends,auto_install,installable,application,path,manifest_file
mrp,Manufacturing,2.0,Third-Party,Manufacturing/Manufacturing,Unknown,Manufacturing Orders & BOMs,,"product, stock, resource",False,True,True,addons/mrp,__manifest__.py
sale_project,Sales - Project,15.0.1.0.0,Third-Party,Hidden,Unknown,Task Generation from Sales Orders,"
Allows to create task from your sales order
=============================================
This module allows to generate a project/task from sales orders.
","sale_management, project",True,True,False,addons/sale_project,__manifest__.py
hw_l10n_eg_eta,Egypt ETA Hardware Driver,15.0.1.0.0,Third-Party,Accounting/Accounting,Unknown,Egypt ETA Hardware Driver,"
Egypt ETA Hardware Driver
=======================

This module allows Odoo to digitally sign invoices using an USB key approved by the egyptian government

Special thanks to Plementus <info@plementus",,False,False,False,addons/hw_l10n_eg_eta,__manifest__.py
payment_transfer,Wire Transfer Payment Acquirer,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,Payment Acquirer: Wire Transfer Implementation,Wire Transfer Payment Acquirer,payment,True,True,False,addons/payment_transfer,__manifest__.py
l10n_il,Israel - Accounting,1.0,Third-Party,Accounting/Localizations/Account Charts,Unknown,,"
This is the latest basic Israelian localisation necessary to run Odoo in Israel:
================================================================================

This module consists of:
 - Generic ",l10n_multilang,False,True,False,addons/l10n_il,__manifest__.py
l10n_rs,Serbia - Accounting,1.0,Core,Accounting/Localizations/Account Charts,"Modoolar, Odoo S.A.",,"
        This is the base module of the Serbian localization. It manages chart of accounts and taxes.
    ","account, base_vat",False,True,False,addons/l10n_rs,__manifest__.py
website_event_track_live_quiz,Quiz on Live Event Tracks,1.0,Third-Party,Hidden,Unknown,"Bridge module to support quiz features during ""live"" tracks. ",,"website_event_track_live, website_event_track_quiz",True,True,False,addons/website_event_track_live_quiz,__manifest__.py
l10n_pk,Pakistan - Accounting,1.0,Core,Accounting/Localizations/Account Charts,Odoo S.A.,, This is the base module to manage chart of accounts and localization for the Pakistan ,account,False,True,False,addons/l10n_pk,__manifest__.py
l10n_fr_facturx_chorus_pro,France - Factur-X integration with Chorus Pro,1.0,Third-Party,Accounting/Localizations/EDI,Unknown,,"
Add supports to fill three optional fields used when using Chorus Pro, especially when invoicing public services.
","account, account_edi_facturx, l10n_fr",False,True,False,addons/l10n_fr_facturx_chorus_pro,__manifest__.py
l10n_bo,Bolivia - Accounting,2.0,Third-Party,Accounting/Localizations/Account Charts,Cubic ERP,,"
Bolivian accounting chart and tax localization.

Plan contable boliviano e impuestos de acuerdo a disposiciones vigentes

    ",account,False,True,False,addons/l10n_bo,__manifest__.py
account,Invoicing,1.2,Third-Party,Accounting/Accounting,Unknown,Invoices & Payments,"
Invoicing & Payments
====================
The specific and easy-to-use Invoicing system in Odoo allows you to keep track of your accounting, even when you are not an accountant. It provides an easy w","base_setup, product, analytic, portal, digest",False,True,True,addons/account,__manifest__.py
base_sparse_field,Sparse Fields,1.0,Third-Party,Hidden,Unknown,Implementation of sparse fields.,"
        The purpose of this module is to implement ""sparse"" fields, i.e., fields
        that are mostly null. This implementation circumvents the PostgreSQL
        limitation on the number of colum",base,False,True,False,addons/base_sparse_field,__manifest__.py
l10n_cn_city,China - City Data,1.8,Third-Party,Accounting/Localizations,Jeffery Chen Fan<jeffery9@gmail.com>,,"
Includes the following data for the Chinese localization
========================================================

City Data/城市数据

    ","l10n_cn, base_address_city",False,True,False,addons/l10n_cn_city,__manifest__.py
l10n_si,Slovenian - Accounting,1.1,Third-Party,Accounting/Localizations/Account Charts,Mentis d.o.o.,,Kontni načrt za gospodarske družbe,"account, base_iban",False,True,False,addons/l10n_si,__manifest__.py
l10n_in_stock,Indian - Stock Report(GST),1.0,Third-Party,Accounting/Localizations,Unknown,,GST Stock Report,"l10n_in, stock",True,True,False,addons/l10n_in_stock,__manifest__.py
l10n_ph,Philippines - Accounting,1.0,Core,Accounting/Localizations/Account Charts,Odoo PS,"
        This is the module to manage the accounting chart for The Philippines.
    ",,"account, base_vat, l10n_multilang",False,True,False,addons/l10n_ph,__manifest__.py
sale_project_account,Project Sales Accounting,1.0,Third-Party,Services/account,Unknown,Project sales accounting,Bridge created to add the number of vendor bills linked to an AA to a project form,"sale_timesheet, account",True,True,False,addons/sale_project_account,__manifest__.py
l10n_ke,Kenya - Accounting,1.0,Core,Accounting/Localizations/Account Charts,Odoo S.A.,,"
This provides a base chart of accounts and taxes template for use in Odoo.
    ",account,False,True,False,addons/l10n_ke,__manifest__.py
website_crm_partner_assign,Resellers,1.0,Third-Party,Website/Website,Unknown,Publish your resellers/partners and forward leads to them,"
This module allows to publish your resellers/partners on your website and to forward incoming leads/opportunities to them.


**Publish a partner**

To publish a partner, set a *Level* in their contac","base_geolocalize, crm, account, website_partner, website_google_map, portal",False,True,False,addons/website_crm_partner_assign,__manifest__.py
auth_totp_mail,2FA Invite mail,15.0.1.0.0,Third-Party,Extra Tools,Unknown,,"
2FA Invite mail
===============
Allow the users to invite another user to use Two-Factor authentication
by sending an email to the target user. This email redirect him to :
- the users security setti","auth_totp, mail",True,True,False,addons/auth_totp_mail,__manifest__.py
mass_mailing_crm,Mass mailing on lead / opportunities,1.0,Third-Party,Hidden,Unknown,Add lead / opportunities UTM info on mass mailing,UTM and mass mailing on lead / opportunities,"crm, mass_mailing",True,True,False,addons/mass_mailing_crm,__manifest__.py
l10n_es,Spain - Accounting (PGCE 2008),5.0,Third-Party,Accounting/Localizations/Account Charts,Spanish Localization Team,,"
Spanish charts of accounts (PGCE 2008).
========================================

    * Defines the following chart of account templates:
        * Spanish general chart of accounts 2008
        * Sp","account, base_iban, base_vat",False,True,False,addons/l10n_es,__manifest__.py
stock_sms,Stock - SMS,1.0,Third-Party,Hidden,Unknown,Send text messages when final stock move,Send text messages when final stock move,"stock, sms",True,True,False,addons/stock_sms,__manifest__.py
stock_picking_batch,Warehouse Management: Batch Transfer,1.0,Third-Party,Inventory/Inventory,Unknown,,"
This module adds the batch transfer option in warehouse management
==================================================================
    ",stock,False,True,False,addons/stock_picking_batch,__manifest__.py
web_kanban_gauge,Gauge Widget for Kanban,1.0,Third-Party,Hidden,Unknown,,"
This widget allows to display gauges using d3 library.
",web,True,True,False,addons/web_kanban_gauge,__manifest__.py
hw_posbox_homepage,IoT Box Homepage,15.0.1.0.0,Third-Party,Sales/Point of Sale,Unknown,A homepage for the IoT Box,"
IoT Box Homepage
================

This module overrides Odoo web interface to display a simple
Homepage that explains what's the iotbox and shows the status,
and where to find documentation.

If you",,False,False,False,addons/hw_posbox_homepage,__manifest__.py
sale_stock,Sales and Warehouse Management,1.0,Third-Party,Hidden,Unknown,"Quotation, Sales Orders, Delivery & Invoicing Control","
Manage sales quotations and orders
==================================

This module makes the link between the sales and warehouses management applications.

Preferences
-----------
* Shipping: Choice","sale, stock_account",True,True,False,addons/sale_stock,__manifest__.py
purchase_requisition_stock_dropshipping,Purchase Requisition Stock Dropshipping,1.0,Third-Party,Hidden,Unknown,"Purchase Requisition, Stock, Dropshipping","
This module makes the link between the purchase requisition and dropshipping applications.

Set shipping address on purchase orders created from purchase agreements
and link with originating sale ord","purchase_requisition_stock, stock_dropshipping",True,True,False,addons/purchase_requisition_stock_dropshipping,__manifest__.py
auth_password_policy,Password Policy,15.0.1.0.0,Third-Party,Hidden/Tools,Unknown,Implement basic password policy configuration & check,,"base_setup, web",False,True,False,addons/auth_password_policy,__manifest__.py
l10n_nl_edi,Netherlands - E-Invoicing (NLCIUS 1.0.3),0.1,Third-Party,Accounting/Localizations/EDI,Unknown,"E-Invoicing, Universal Business Language (NLCIUS 1.0.3), nlc","
NLCIUS is the Dutch implementation of EN 16931 norm. Both for UBL and UN / CEFACT XML CII.
    ","l10n_nl, account_edi_ubl_bis3",True,True,False,addons/l10n_nl_edi,__manifest__.py
hr_work_entry_holidays,Time Off in Payslips,1.0,Third-Party,Human Resources/Payroll,Unknown,Manage Time Off in Payslips,"
Manage Time Off in Payslips
============================

This application allows you to integrate time off in payslips.
    ","hr_holidays, hr_work_entry_contract",True,True,False,addons/hr_work_entry_holidays,__manifest__.py
utm,UTM Trackers,1.1,Third-Party,Hidden,Unknown,,"
Enable management of UTM trackers: campaign, medium, source.
","base, web",False,True,False,addons/utm,__manifest__.py
payment_sips,Worldline SIPS,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,,"
Worldline SIPS Payment Acquirer for online payments

Implements the Worldline SIPS API for payment acquirers.
Other SIPS providers may be compatible, though this is
not guaranteed.",payment,False,True,True,addons/payment_sips,__manifest__.py
stock_landed_costs,WMS Landed Costs,1.1,Third-Party,Inventory/Inventory,Unknown,Landed Costs,"
Landed Costs Management
=======================
This module allows you to easily add extra costs on pickings and decide the split of these costs among their stock moves in order to take them into acc","stock_account, purchase_stock",False,True,False,addons/stock_landed_costs,__manifest__.py
l10n_in_purchase,Indian - Purchase Report(GST),1.0,Third-Party,Accounting/Localizations/Purchase,Unknown,,GST Purchase Report,"l10n_in, purchase",True,True,False,addons/l10n_in_purchase,__manifest__.py
account_edi,Import/Export Invoices From XML/PDF,1.0,Third-Party,Accounting/Accounting,Unknown,,"
Electronic Data Interchange
=======================================
EDI is the electronic interchange of business information using a standardized format.

This is the base module for import and expo",account,True,True,False,addons/account_edi,__manifest__.py
project_mail_plugin,Project Mail Plugin,1.0,Third-Party,Services/Project,Unknown,Integrate your inbox with projects,Turn emails received in your mailbox into tasks and log their content as internal notes.,"project, mail_plugin",True,True,False,addons/project_mail_plugin,__manifest__.py
l10n_gcc_invoice,G.C.C. - Arabic/English Invoice,1.0.0,Core,Accounting/Localizations,Odoo,,"
    Arabic/English for GCC
",account,False,True,False,addons/l10n_gcc_invoice,__manifest__.py
mass_mailing_event_sms,Event Attendees SMS Marketing,1.0,Third-Party,Hidden,Unknown,,"
SMS Marketing on event attendees
================================

Bridge module adding UX requirements to ease SMS marketing o, event attendees.
        ","event, mass_mailing, mass_mailing_sms, sms",True,True,False,addons/mass_mailing_event_sms,__manifest__.py
website_event_crm_questions,Website Event CRM Questions,1.0,Third-Party,Marketing/Events,Unknown,,"
        Add information when we build the description of a lead to include
        the questions and answers linked to the registrations.
    ","website_event_crm, website_event_questions",True,True,False,addons/website_event_crm_questions,__manifest__.py
l10n_nl,Netherlands - Accounting,3.0,Third-Party,Accounting/Localizations/Account Charts,Onestein,,,"account, base_iban, base_vat, base_address_extended",False,True,False,addons/l10n_nl,__manifest__.py
portal,Customer Portal,15.0.1.0.0,Third-Party,Hidden,Unknown,Customer Portal,"
This module adds required base code for a fully integrated customer portal.
It contains the base controller class and base templates. Business addons
will add their specific templates and controllers","web, web_editor, http_routing, mail, auth_signup",False,True,False,addons/portal,__manifest__.py
website_event_crm,Website Events CRM,1.0,Third-Party,Website/Website,Unknown,,Allow per-order lead creation mode,"event_crm, website_event",True,True,False,addons/website_event_crm,__manifest__.py
sale_expense,Sales Expense,1.0,Third-Party,Sales/Sales,Unknown,"Quotation, Sales Orders, Delivery & Invoicing Control","
Reinvoice Employee Expense
==========================

Create some products for which you can re-invoice the costs.
This module allow to reinvoice employee expense, by setting the SO directly on the ","sale_management, hr_expense",True,True,False,addons/sale_expense,__manifest__.py
fleet,Fleet,0.1,Third-Party,Human Resources/Fleet,Unknown,Manage your fleet and track car costs,"
Vehicle, leasing, insurances, cost
==================================
With this module, Odoo helps you managing all your vehicles, the
contracts associated to those vehicle as well as services, costs","base, mail",False,True,True,addons/fleet,__manifest__.py
website_sale_coupon,Coupons & Promotions for eCommerce,1.0,Third-Party,Website/Website,Unknown,Use coupon & promotion programs in your eCommerce store,"
Create coupon and promotion codes to share in order to boost your sales (free products, discounts, etc.). Shoppers can use them in the eCommerce checkout.

Coupon & promotion programs can be edited i","website_sale, website_links, sale_coupon","['website_sale', 'sale_coupon']",True,False,addons/website_sale_coupon,__manifest__.py
l10n_tr,Turkey - Accounting,1.0,Third-Party,Accounting/Localizations/Account Charts,"Ahmet Altınışık, Can Tecim",,"
Türkiye için Tek düzen hesap planı şablonu Odoo Modülü.
==========================================================

Bu modül kurulduktan sonra, Muhasebe yapılandırma sihirbazı çalışır
    * Sihirbaz ",account,False,True,False,addons/l10n_tr,__manifest__.py
website_event_meet,Event Meeting / Rooms,1.0,Third-Party,Marketing/Events,Unknown,Event: meeting and chat rooms,,"website_event, website_jitsi",False,True,False,addons/website_event_meet,__manifest__.py
barcodes,Barcode,2.0,Third-Party,Hidden,Unknown,Scan and Parse Barcodes,,web,False,True,False,addons/barcodes,__manifest__.py
l10n_gcc_pos,Gulf Cooperation Council - Point of Sale,15.0.1.0.0,Core,Accounting/Localizations/Point of Sale,Odoo S.A,,"
GCC POS Localization
=======================================================
    ","point_of_sale, l10n_gcc_invoice",True,True,False,addons/l10n_gcc_pos,__manifest__.py
website_mail_group,Website Mail Group,1.0,Third-Party,Uncategorized,Unknown,Add a website snippet for the mail groups.,,"mail_group, website",True,True,False,addons/website_mail_group,__manifest__.py
test_event_full,Test Full Event Flow,1.0,Third-Party,Hidden/Tests,Unknown,,"
This module will test the main event flows of Odoo, both frontend and backend.
It installs sale capabilities, front-end flow, eCommerce, questions and
automatic lead generation, full Online support, ","event, event_booth, event_crm, event_sale, website_event_booth_sale_exhibitor, website_event_crm_questions, website_event_exhibitor, website_event_questions, website_event_meet, website_event_sale, website_event_track, website_event_track_live, website_event_track_quiz",False,True,False,addons/test_event_full,__manifest__.py
l10n_be_edi,"Belgium - E-Invoicing (UBL 2.0, e-fff)",0.1,Third-Party,Accounting/Localizations/EDI,Unknown,"E-Invoicing, Universal Business Language (UBL 2.0), e-fff protocol","
Universal Business Language (UBL <http://ubl.xml.org/>`_) is a library of standard electronic XML business documents such as
invoices. The UBL standard became the `ISO/IEC 19845
<http://www.iso.org/i","l10n_be, account_edi_ubl",True,True,False,addons/l10n_be_edi,__manifest__.py
account_lock,Irreversible Lock Date,1.0,Third-Party,Accounting/Accounting,Unknown,,"
    Make the lock date irreversible:

    * You cannot set stricter restrictions on advisors than on users. Therefore, the All Users Lock Date must be anterior (or equal) to the Invoice/Bills Lock Da",account,False,True,False,addons/account_lock,__manifest__.py
l10n_cl,Chile - Accounting,3.0,Third-Party,Accounting/Localizations/Account Charts,Blanco Martín & Asociados,,"
Chilean accounting chart and tax localization.
Plan contable chileno e impuestos de acuerdo a disposiciones vigentes
    ","contacts, base_address_city, base_vat, l10n_latam_base, l10n_latam_invoice_document, uom",False,True,False,addons/l10n_cl,__manifest__.py
website_hr_recruitment,Online Jobs,1.0,Third-Party,Website/Website,Unknown,Manage your online hiring process,This module allows to publish your available job positions on your website and keep track of application submissions easily. It comes as an add-on of *Recruitment* app.,"hr_recruitment, website_mail","['hr_recruitment', 'website_mail']",True,True,addons/website_hr_recruitment,__manifest__.py
association,Associations Management,0.1,Third-Party,Marketing,Unknown,,"
This module is to configure modules related to an association.
==============================================================

It installs the profile for associations to manage events, registrations","base_setup, membership, event",False,True,False,addons/association,__manifest__.py
membership,Members,1.0,Third-Party,Sales/Sales,Unknown,,"
This module allows you to manage all operations for managing memberships.
=========================================================================

It supports different kind of members:
-----------",account,False,True,False,addons/membership,__manifest__.py
website_sale_slides,Sell Courses,1.0,Third-Party,Hidden,Unknown,Sell your courses online,Sell your courses using the e-commerce features of the website.,"website_slides, website_sale",False,True,False,addons/website_sale_slides,__manifest__.py
test_website,Website Test,1.0,Third-Party,Hidden,Unknown,"Website Test, mainly for module install/uninstall tests","This module contains tests related to website. Those are
present in a separate module as we are testing module install/uninstall/upgrade
and we don't want to reload the website module every time, incl","web_unsplash, website, theme_default",False,True,False,addons/test_website,__manifest__.py
auth_ldap,Authentication via LDAP,15.0.1.0.0,Third-Party,Hidden/Tools,Unknown,,,"base, base_setup",False,True,False,addons/auth_ldap,__manifest__.py
hr_presence,Employee Presence Control,1.0,Third-Party,Human Resources,Unknown,,"
Control Employees Presence
==========================

Based on:
    * The IP Address
    * The User's Session
    * The Sent Emails

Allows to contact directly the employee in case of unjustified ab","hr, hr_holidays, sms",False,True,False,addons/hr_presence,__manifest__.py
sale_margin,Margins in Sales Orders,1.0,Third-Party,Sales/Sales,Unknown,,"
This module adds the 'Margin' on sales order.
=============================================

This gives the profitability by calculating the difference between the Unit
Price and Cost Price.
    ",sale_management,False,True,False,addons/sale_margin,__manifest__.py
google_recaptcha,Google reCAPTCHA integration,1.0,Third-Party,Hidden,Unknown,,"
        This module implements reCaptchaV3 so that you can prevent bot spam on your public modules.
    ",base_setup,False,True,False,addons/google_recaptcha,__manifest__.py
uom,Units of measure,1.0,Third-Party,Sales/Sales,Unknown,,"
This is the base module for managing Units of measure.
========================================================================
    ",base,False,True,False,addons/uom,__manifest__.py
l10n_nz,New Zealand - Accounting,1.1,Third-Party,Accounting/Localizations/Account Charts,Richard deMeester - Willow IT,,"
New Zealand Accounting Module
=============================

New Zealand accounting basic charts and localizations.

Also:
    - activates a number of regional currencies.
    - sets up New Zealand t",account,False,True,False,addons/l10n_nz,__manifest__.py
l10n_mn,Mongolia - Accounting,1.0,Core,Accounting/Localizations/Account Charts,"BumanIT LLC, Odoo S.A.",,"
This is the module to manage the accounting chart for Mongolia.
===============================================================

    * the Mongolia Official Chart of Accounts,
    * the Tax Code Char",account,False,True,False,addons/l10n_mn,__manifest__.py
payment_payumoney,PayuMoney Payment Acquirer,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,Payment Acquirer: PayuMoney Implementation,"
PayuMoney Payment Acquirer for India.

PayUmoney payment gateway supports only INR currency.
",payment,False,True,True,addons/payment_payumoney,__manifest__.py
pos_restaurant,Restaurant,1.0,Third-Party,Sales/Point of Sale,Unknown,Restaurant extensions for the Point of Sale ,"

This module adds several features to the Point of Sale that are specific to restaurant management:
- Bill Printing: Allows you to print a receipt before the order is paid
- Bill Splitting: Allows yo",point_of_sale,False,True,False,addons/pos_restaurant,__manifest__.py
l10n_ie,Ireland - Accounting,1.0,Third-Party,Accounting/Localizations/Account Charts,Target Integration,,"
    This module is for all the Irish SMEs who would like to setup their accounting quickly. The module provides:

    - a Chart of Accounts customised to Ireland
    - VAT Rates and Structure","account, base_iban, base_vat",False,True,False,addons/l10n_ie,__manifest__.py
l10n_uy,Uruguay - Accounting,0.1,Third-Party,Accounting/Localizations/Account Charts,"Uruguay l10n Team, Guillem Barba",,"
General Chart of Accounts.
==========================

Provide Templates for Chart of Accounts, Taxes for Uruguay.

",account,False,True,False,addons/l10n_uy,__manifest__.py
crm_iap_mine,Lead Generation,1.2,Third-Party,Sales/CRM,Unknown,"Generate Leads/Opportunities based on country, industries, size, etc.",,"iap_crm, iap_mail",True,True,False,addons/crm_iap_mine,__manifest__.py
l10n_latam_base,LATAM Localization Base,1.0,Core,Accounting/Localizations,"Odoo, ADHOC SA",LATAM Identification Types,"
Add a new model named ""Identification Type"" that extend the vat field functionality in the partner and let the user to identify (an eventually invoice) to contacts not only with their fiscal tax ID (","contacts, base_vat",False,True,False,addons/l10n_latam_base,__manifest__.py
l10n_de_sale,Germany - Sale,15.0.1.0.0,Third-Party,Accounting/Localizations,Unknown,,,"l10n_de, sale",True,True,False,addons/l10n_de_sale,__manifest__.py
base_iban,IBAN Bank Accounts,15.0.1.0.0,Third-Party,Hidden/Tools,Unknown,,"
This module installs the base for IBAN (International Bank Account Number) bank accounts and checks for it's validity.
================================================================================","account, web",False,True,False,addons/base_iban,__manifest__.py
auth_totp_portal,TOTPortal,15.0.1.0.0,Third-Party,Hidden,Unknown,,,"portal, auth_totp",True,True,False,addons/auth_totp_portal,__manifest__.py
event_crm,Event CRM,1.0,Third-Party,Marketing/Events,Unknown,,Create leads from event registrations.,"event, crm",True,True,False,addons/event_crm,__manifest__.py
account_edi_ubl_cii,Import/Export electronic invoices with UBL/CII,1.0,Third-Party,Accounting/Accounting,Unknown,,"
Electronic invoicing module
===========================

Allows to export and import formats: E-FFF, UBL Bis 3, EHF3, NLCIUS, Factur-X (CII), XRechnung (UBL).
When generating the PDF on the invoice, ",account_edi,False,True,False,addons/account_edi_ubl_cii,__manifest__.py
pos_adyen,POS Adyen,1.0,Third-Party,Sales/Point of Sale,Unknown,Integrate your POS with an Adyen payment terminal,,point_of_sale,False,True,False,addons/pos_adyen,__manifest__.py
l10n_ca,Canada - Accounting,15.0.1.0.0,Third-Party,Accounting/Localizations/Account Charts,Savoir-faire Linux,,"
This is the module to manage the Canadian accounting chart in Odoo.
===========================================================================================

Canadian accounting charts and localiz","account, base_iban, l10n_multilang",False,True,False,addons/l10n_ca,__manifest__.py
l10n_cr,Costa Rica - Accounting,15.0.1.0.0,Third-Party,Accounting/Localizations/Account Charts,ClearCorp S.A.,,"
Chart of accounts for Costa Rica.
=================================

Includes:
---------
    * account.account.template
    * account.tax.template
    * account.chart.template

Everything is in Engli",account,False,True,False,addons/l10n_cr,__manifest__.py
l10n_co_pos,Colombian - Point of Sale,1.0,Third-Party,Accounting/Localizations/Point of Sale,Unknown,,Colombian - Point of Sale,"l10n_co, point_of_sale",True,True,False,addons/l10n_co_pos,__manifest__.py
l10n_de_skr04,Germany SKR04 - Accounting,3.0,Third-Party,Accounting/Localizations/Account Charts,openbig.org,,"
Dieses  Modul beinhaltet einen deutschen Kontenrahmen basierend auf dem SKR04.
==============================================================================

German accounting chart and localization",l10n_de,False,True,False,addons/l10n_de_skr04,__manifest__.py
purchase,Purchase,1.2,Third-Party,Inventory/Purchase,Unknown,"Purchase orders, tenders and agreements",,account,False,True,True,addons/purchase,__manifest__.py
pos_restaurant_adyen,POS Restaurant Adyen,1.0,Third-Party,Point of Sale,Unknown,Adds American style tipping to Adyen,,"pos_adyen, pos_restaurant, payment_adyen",False,True,False,addons/pos_restaurant_adyen,__manifest__.py
calendar_sms,Calendar - SMS,1.1,Third-Party,Hidden,Unknown,Send text messages as event reminders,Send text messages as event reminders,"calendar, sms",True,True,False,addons/calendar_sms,__manifest__.py
pos_epson_printer,pos_epson_printer,1.0,Third-Party,Sales/Point of Sale,Unknown,Epson ePOS Printers in PoS,"

Use Epson ePOS Printers without the IoT Box in the Point of Sale
",point_of_sale,True,True,False,addons/pos_epson_printer,__manifest__.py
report_pdf_options,Pdf report options,15.0.1.0.0,Custom,Productivity,Luis Rodrigo Mejia Mateus,"shows a modal window with options for printing, downloading or opening pdf reports","
        Choose one of the following options when printing a pdf report:
        - print. print the pdf report directly with the browser
        - download. download the pdf report on your computer
  ",web,False,True,False,addons_custom/report_pdf_options,__manifest__.py
jupiter_accounts,jupiter_accounts,0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ","base, purchase_extension, itsys_real_estate, project_transactions, real_estate_extension, account_check_printing, base_accounting_kit",False,True,False,addons_custom/jupiter_accounts,__manifest__.py
real_estate_extension,Real Estate Masters,0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ","base, base_accounting_kit, bank_reconciliation, itsys_real_estate, inexoft_account_voucher, inexoft_account_payments, purchase, account_vouchers, purchase_extension, cash_book, day_book, general_ledger, trial_balance, manufacturing_trading, profit_loss_balance_sheet, purchase_detail",False,True,False,addons_custom/real_estate_extension,__manifest__.py
odoo_de_brand,De-brand Module 15,15.0.0.0.1,Custom,Uncategorized,,"
        De-brand Module for odoo 15
        ","
        De-brand Module
        with Error De-branding,
        Prevent form auto-save on close and reload 
    ","base, web, mail, mail_bot",True,True,False,addons_custom/odoo_de_brand,__manifest__.py
hide_menu_user,Hide Any Menu User Wise,15.0.1.0.0,Custom,Extra Tools,Cybrosys Techno Solutions,Hide Any Menu Item User Wise,"Hide Any Menu Item User Wise, Hide Menu Items, Hide Menu",base,False,True,False,addons_custom/hide_menu_user,__manifest__.py
jupiter_dashboard_deux,Jupiter Dashboard II,15.0.0.1,Custom,dashboard,ks-subinraj,"
        Jupiter Dashboard II
    ","
        Jupiter Dashboard II
    ",base,False,True,False,addons_custom/jupiter_dashboard_deux,__manifest__.py
kg_hide_menu,Hide Menu,15.0.1.0.0,Custom,Extra Rights,Klystron Global,"
        Restrict Menu Items from Specific Users","
        Restrict Menu Items from Specific Users","base, web",False,True,False,addons_custom/kg_hide_menu,__manifest__.py
real_estate_sheets,Project Evaluation Sheet,15.0,Custom,Real Estate,Unknown,"
            Project Evaluation Sheet,
            Competition Sheet,
            Retention Sheet,
            Term Sheet,
            Term Sheet Template,
            Walk in Configuration
        ",,"base, itsys_real_estate",False,True,False,addons_custom/real_estate_sheets,__manifest__.py
partner_account_creation,Partner Account Creation,15.0.0.1,Custom,account,,"
        Partner Account Creation","
        Partner Account Creation
    ",account,False,True,False,addons_custom/partner_account_creation,__manifest__.py
payment_adjustment,Payment Adjustment,13.0.1.1.0,Custom,,Unknown,,,"account, account",False,True,False,addons_custom/payment_adjustment,__manifest__.py
jupiter_dashboard_optima,jupiter_dashboard_optima,0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ","base, base_setup, jupiter_dashboard_tres",False,True,False,addons_custom/jupiter_dashboard_optima,__manifest__.py
base_account_budget,Odoo 15 Budget Management,15.0.1.1.0,Custom,Accounting,Cybrosys Techno Solutions, Budget Management for Odoo 15 Community Edition. ," This module allows accountants to manage analytic and budgets.

     Once the Budgets are defined (in Accounting/Accounting/Budgets), the Project Managers
     can set the planned amount on each Anal","base, account",False,True,False,addons_custom/base_account_budget,__manifest__.py
project_transactions,Project Transactions,0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ","base, itsys_real_estate, real_estate_extension",False,True,False,addons_custom/project_transactions,__manifest__.py
disable_quick_create,Disable Quick Create,13.0.1,Custom,Web,Inexoft Technologies,"Disable ""quick create"" for all and ""create and edit"" for specific models",,web,False,True,False,addons_custom/disable_quick_create,__manifest__.py
itsys_real_estate,Real Estate.,1.0,Custom,Real Estate,Fatma Yousef,," Real Estate Management
      - Properties Hierarchy
      - Google Maps Integration
      - Units Reservation
      - Ownership Contracts Managament
      - Easy Tenant Management
      - Invoicing M","base, account, sale_management, analytic",False,True,True,addons_custom/itsys_real_estate,__manifest__.py
base_accounting_kit,Odoo 15 Full Accounting Kit,15.0.2.2.2,Custom,Accounting,"Cybrosys Techno Solutions, Odoo SA"," Asset and Budget Management,
                 Accounting Reports, PDC, Lock dates,
                 Credit Limit, Follow Ups,
                 Day-Bank-Cash book reports.","
                    AccountingKit, Fullaccounting, Odoo accounting, Odooaccounting, all in one accounting,
                    allinoneaccounting, accounting,
                    Odoo 15 Accounting,A","base, account, sale, account_check_printing, base_account_budget",False,True,True,addons_custom/base_accounting_kit,__manifest__.py
jupiter_dashboard,Jupiter Dashboard,0.1,Custom,Uncategorized,ks-subinraj,"
        Jupiter Dashboard showing booking and registration details","
        Jupiter Dashboard showing booking and registration details as charts
    ",base,False,True,False,addons_custom/jupiter_dashboard,__manifest__.py
ms_query,Execute Query,1.0,Custom,Extra Tools,Miftahussalam,Execute query from database,"
        Execute query without open postgres
Goto : Settings > Technical
    ","base, mail",False,True,True,addons_custom/ms_query,__manifest__.py
jupiter_dashboard_tres,jupiter_dashboard_tres,0.1,Custom,Uncategorized,My Company,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Long description of module's purpose
    ","base, base_setup",False,True,False,addons_custom/jupiter_dashboard_tres,__manifest__.py
